text;department;process;document;edition
Anomaly, enable the edition of the customer on the creation of the processing order.;;;;
Human Resources / Leave / Leave Requests, Button List View, An anomaly appears. Refer to the Note.;;;;
Leave upload anomaly;;;;
Review the anomaly and fix if applicable: - Processing Menu > Sub Menus Processing Orders-Search criteria is only Processing order. - Stages Search Criteria for Customer is there but not working - Requirements Search Criteria for Customer is there but not working - Documents Customer Search is not there - Customer search should be through Name, Mobile, Email, Phone.;;;;
Processing, Receipt Document Log;;;;
"Processing > Processing > Sub Menu > Stages Here Click to top Filter Filter > Group by > Filter name ""Stages"" is not operating.";;;;
"1. On Stage Form, Click ""Create Dispatch Receipt"" Select the attachments than click create but No OUT COME Dispatch Receipt Document. But When I look in to Dispatch Receipt Tab Its There. Pls fix anomly. 1.1. When Dispatch Receipt is creating from Processing Order / Stage / Requirement The dispatch receipt is not picking the customer name auto. 1.2. When Dispatch Receipt is creating and ave still Date field is empty. Date field value should be date of creation. 1.3. A user who is creating the Dispatch Receipt, his name should come auto in Responsible. 1.4. Pls check this column as instead of Name Processing Order No is coming) 2. Open Processing Order > Tab: Dispatch Receipts > Column List - Creation Date - Stage Name - Type - Responsible - Status 3. Menu : Processing > Processing Order > Sub Menu ""Receipts"" "" Rename This to ""Dispatches"" AND Click to this Column List View should be - Processing Order No - Creation Date - Customer Name - Mobile - Stage Name - Type - Responsible - Status 4. Reminders function is only on Document Attachment Form but not on Processing Order, Stage form, Requirement form. It is mention on submitted comments that reminder notification option should be there on all 4. Pls give the same Tab as on Attachment Form ""Reminder Details"" on Processing Order form, Stage form and Requirement Form. ";;;;
Menu Reporting > Sales > Claims Analysis Here Vertical & Horizontal Pivot selection fields are wrong either or selecting wrong values Example:  1: Vertical pivot selection > stage > output values showing stages of leads & opportunities which is wrong system should show here stages of claims 2: Claim Close are undefined (Reason is on claim form how we are not able to close a claim. Is claim close date is auto pick up or what? Its better if its manual or through one button Close. Once its close redraft option should be there 3: Rest after claims comments delivery the addition of fields should be there in Pivot table Vertical & Horizontal selection.;;;;
" 1: Invoice Print Out. Where to define the ""TRN No"" in branch as currently I am not looking TRN Field in shop / branch where I can define.  Refer to my comment. Print out layaout is without Heading ""Tax Invoice"". Font I small. Spacing is not there between lines. Attach changes for  your ref:  3.5 > Menu Customer Multi Payment > Column View 1: Date 2: Serial No 3: Customer 4: Mobile 5: Responsible 6: Branch 7: Amount 4: Accounting > Customer Payment (Single) > Print > Mostly wrong. Pls find attachment with Corrections & changes 5: Accounting > Journal Voucher > Wrong Print out > Developer use here the same print as in customer payment. It should same as per provided format. ";;;;
"1: Create New Menu Sale / Collection / Customer Payment Sale / Collection / Customer Payment Multi 2. Create a Group ""Customer Collections"" - Can see above Sale / Collection / * - Can create payments with draft status - Can see own payments - Cannot edit after Validation - Cannot delete even draft status 3. The payment Validation can only be done by the accountant and the cashier. ";;;;
Check if the following are part of the agreement: Processing / Processing / Receipts - Shall be rename to Courrier Control, - Default search criteria, Contact Name, Mobile, Email, - Add the document log on the previous Courrier Control.;;;;
"-------- Forwarded Message -------- Subject: Very Urgent: Processing Anomly Date: Mon, 5 Mar 2018 09:48:12 +0400 From: fiaz@globalmigration.co.uk To: support@miroke.com, c.rakotondratsima@miroke.com Now all below groups Processing User Groups Collection Office Dispatch Officer Even Collection &amp; Dispatch Officer have no access in processing order to attach a document IF going VIA Processing &gt; Processing Order &gt;Stage &gt; Requirement &gt; Document . But if going directly from Requirement Menu than can attach. Example user: maria@globalmigration.co.uk Password: maria123 Processing &gt; Processing Order &gt; Open it any recent one http://192.168.10.20:8069/web#id=2044&amp;view_type=form&amp;model=mrp.production&amp;menu_id=652&amp;action=851 Stage No: 4 &gt; Open it &gt; Tab : Requirements &gt; Requirement No 1 &gt; Open it &gt; Tab : Documents &gt; Open 2nd one and attach The same user if going to the same requirement via Processing &gt; Processing &gt; Requirement &gt; Search MO01932 &gt; ECA Documentation &gt; now this is same document now edit it and attach a document. Here you can attach. The above user should have access to attach document from processing order as well. Thanks &amp; Regards! HM Fiaz Business Analyst Manager Internal Audit --- This email has been checked for viruses by Avast antivirus software. https://www.avast.com/antivirus ";;;;
Explain the difference between the leave request and the leave allocation.;;;;
Create Menu Sale & Collection / Customer Payment / Customer Payment Voucher Create Group Customer Collections:  - Access the Menu above - Create the Payment Voucher, unique or multi in Draft status - Cannot Delete Payment Voucher - Can access only own Payment Voucher;;;;
"When a function is standard, you cannot go beyond. I mention very initially where remember you laugh very roughly ""General Search Criteria everywhere Name, Mobile, Email"". Even attach email have the same request than whats the use of saying that its not in initial comments. As per agreement till final delivery such kind of requests shall be entertain.  Clause 9.4. My always first priority to implement standard but now you started not to deliver even standard. Processing &gt; Processing&gt; Courier Control (Receipts name change to Courier Control) 1: History log on document: Miro will send a quote. 2: General Search: Miro will send a quote. Thanks &amp; Regards!";;;;
Enable the below group to attach document from the menu Attachment of the Processing Order Form View: - Processing User Groups - Collection Office - Dispatch Officer - Collection & Dispatch Officer Check and fix if required the same issue on the Stage and Requirement Form View.;;;;
Leave balance not correct on allocations.;;;;
"Sale / Customer, Open Form, Form Top Button ""Print"", Print, Ledger, Print an error message appears.";;;;
As the Channel Field value is coped from the Lead to the Opportunity, it shall be also copied from the Opportunity to the Quotation, Which is not the case.;;;;
Sale / Quotation, Create, Confirm, Status: Sale to Invoice [which is correct] 1: Now issue is when creating invoice a and validate > status not change  > pls comment 2: When invoice is paid > even than status not change ;;;;
On the Invoice Printout: - add the TRN Number per Branch - rename the invoice to Tax Invoice.;;;;
"-------- Forwarded Message -------- Subject: Accounting-Check Anomly Date: Sat, 17 Mar 2018 10:57:44 +0400 From: fiaz@globalmigration.co.uk To: Tefy CC: c.rakotondratsima@miroke.com, support@miroke.com The CHECK journal accounting entries are not working step by step on click action on customer payment of check ""Pending Collection"" ""Collected"" ""Outsourced"" ?. Etc . Example: When there is collection of Cheque from Customer OR Making Cheques payment to Supplier, system is not passing the accounting entry on action ""Collected"" ""Outsourced"" ?. Etc. In these button when I click to POST than system is passing Accounting entries Receive of Check and Bank adjustment entry as well. When cheque is collected from Customer it should be a separate entry according to click button action PDC Received &gt; Dr Receivable &gt; Credit If above entry system is not passing still customer account will show Receivable Balance which wrong. Now When click to Cheque is Encashed/Deposit &gt; than Posted entry to relevant bank journal. pls fix Thanks &amp; Regards! HM Fiaz Business Analyst Manager Internal Audit --- This email has been checked for viruses by Avast antivirus software. https://www.avast.com/antivirus ";;;;
"-------- Forwarded Message -------- Subject: FW: ERP SLOW Date: Thu, 22 Mar 2018 10:47:42 +0400 From: Sam Abbas To: Christina.Sang@theportsmouthgroup.com, support@miroke.com CC: ayesha@globalmigration.co.uk, fiaz@globalmigration.co.uk Dear Mr. Christian, Please check the speed issue. Regards, Syeda From: Ambreen [mailto:ambreen@globalmigration.co.uk] Sent: Thursday, March 22, 2018 10:43 AM To: fiaz@globalmigration.co.uk Cc: sohail@globalmigration.co.uk; Sam Abbas Subject: ERP SLOW Thanks &amp; Regards Ambreen Adnan Sales Manager Global Migration Services --- This email has been checked for viruses by Avast antivirus software. https://www.avast.com/antivirus ";;;;
